,carat,cut,color,clarity,depth,table,lab,sym,pol,flr,hna,price
625,0.52,Ideal,H,VS2,61.6,57,AGS,ID,ID,N,Y,"$1,899 "
626,0.76,Ideal,H,SI1,61.2,56,AGS,ID,ID,N,Y,"$3,061 "
627,0.42,Premium,I,VS1,61.5,56,GIA,X,X,N,N,"$1,070 "
628,0.52,Premium,I,VVS2,61.2,56,GIA,X,X,N,N,"$1,606 "
629,0.4,Ideal,F,VS2,61.7,56,AGS,ID,ID,N,Y,"$1,235 "
630,1.03,Premium,E,VVS1,62.2,56,GIA,X,X,N,N,"$12,994 "
631,0.92,Ideal,G,VS2,61.7,56,AGS,ID,ID,N,Y,"$6,637 "
632,0.4,Premium,G,VVS1,61.7,56,GIA,X,X,N,N,"$1,361 "
633,0.5,Ideal,F,VS2,62,56,AGS,ID,ID,N,Y,"$2,032 "
634,0.53,Premium,H,SI1,62.2,55,GIA,X,X,N,N,"$1,728 "
635,0.7,Ideal,I,VS2,61.8,56,AGS,ID,ID,N,Y,"$2,810 "
636,0.92,Ideal,D,VVS1,61.3,56,AGS,ID,ID,N,Y,"$11,141 "
637,0.41,Premium,H,VVS1,61.7,57,GIA,X,X,N,N,"$1,235 "
638,0.42,Ideal,F,SI1,61.8,55,AGS,ID,ID,N,Y,"$1,097 "
639,0.61,Ideal,E,VS1,61.6,56.7,AGS,ID,ID,N,Y,"$3,203 "
640,0.31,Premium,E,VVS2,60.6,57,GIA,X,X,N,N,$988 
641,0.42,Ideal,G,VS1,61.7,56,AGS,ID,ID,N,Y,"$1,287 "
642,0.42,Ideal,I,VS1,61.9,55,AGS,ID,ID,N,Y,"$1,079 "
643,0.52,Premium,E,VVS2,61.7,56,GIA,X,X,N,N,"$2,676 "
644,0.55,Premium,F,VVS2,61.2,56,GIA,X,X,N,N,"$2,595 "
645,0.33,Premium,F,VS2,61.9,57,GIA,X,X,N,N,$858 
646,0.7,Premium,I,VS2,60.8,58,GIA,X,X,N,N,"$2,875 "
647,0.4,Premium,H,VVS1,61.5,57,GIA,X,X,N,N,"$1,205 "
648,0.81,Premium,G,VS1,61.7,57,GIA,X,X,N,N,"$4,949 "
649,0.7,Premium,G,VVS1,62.2,57,GIA,X,X,N,N,"$3,955 "
650,0.31,Premium,F,VVS2,61.4,56,GIA,X,X,N,N,$928 
651,0.51,Premium,H,VVS1,61.1,56,GIA,X,X,N,N,"$1,838 "
652,0.23,Premium,D,VS2,61.9,55,GIA,X,X,N,N,$569 
653,0.33,Ideal,D,VVS1,61.7,57,AGS,ID,ID,N,Y,"$1,092 "
654,0.54,Premium,I,SI1,61.7,56,GIA,X,X,N,N,"$1,554 "
655,0.51,Premium,H,SI1,61.5,56,GIA,X,X,N,N,"$1,606 "
656,0.4,Premium,H,VVS1,61.9,56,GIA,X,X,N,N,"$1,205 "
657,0.53,Premium,H,VS1,61.1,57,GIA,X,X,N,N,"$1,849 "
658,0.4,Premium,H,VS1,61.8,56,GIA,X,X,N,N,"$1,169 "
659,0.77,Ideal,F,VS1,61.9,55.5,AGS,ID,ID,N,N,"$4,257 "
660,0.32,Premium,G,VS2,61.7,55,GIA,X,X,N,N,$819 
661,0.41,Premium,H,VS2,61.6,56,GIA,X,X,N,N,"$1,145 "
662,0.41,Premium,G,VVS1,61.9,56,GIA,X,X,N,N,"$1,395 "
663,0.53,Ideal,H,VS2,61.9,56,AGS,ID,ID,N,Y,"$1,940 "
664,1.05,Ideal,I,VVS2,62.4,55.2,AGS,ID,ID,N,Y,"$6,288 "
665,0.3,Premium,G,VVS2,61.8,55,GIA,X,X,N,N,$801 
666,0.83,Ideal,E,VS2,61.8,55,AGS,ID,ID,N,Y,"$4,996 "
667,0.41,Premium,G,VS2,61.1,56,GIA,X,X,N,N,"$1,209 "
668,0.62,Ideal,H,SI1,61.9,55,AGS,ID,ID,N,Y,"$2,226 "
669,0.5,Premium,H,IF,60.9,57,GIA,X,X,N,N,"$1,860 "
670,0.41,Premium,D,VS2,61.5,55,GIA,X,X,N,N,"$1,315 "
671,0.73,Ideal,F,SI1,61.8,55,AGS,ID,ID,N,Y,"$3,372 "
672,0.53,Ideal,E,VVS1,61.9,56,AGS,ID,ID,N,Y,"$2,612 "
673,0.55,Premium,F,VVS2,61.1,57,GIA,X,X,N,N,"$2,595 "
674,0.37,Premium,G,VS2,61.7,56,GIA,X,X,N,N,$935 
675,0.71,Ideal,H,VS2,61.4,57,AGS,ID,ID,N,Y,"$3,234 "
676,0.45,Ideal,G,SI1,61.8,57,AGS,ID,ID,N,Y,"$1,099 "
677,0.61,Premium,F,VS2,61.4,56,GIA,X,X,N,N,"$2,491 "
678,0.4,Ideal,D,SI1,61,57.6,AGS,ID,ID,N,Y,"$1,359 "
679,0.31,Premium,D,VS1,61.9,55,GIA,X,X,N,N,$959 
680,0.81,Ideal,H,VS2,61.8,57,AGS,ID,ID,N,Y,"$3,989 "
681,0.61,Ideal,F,SI1,61.2,57,AGS,ID,ID,N,Y,"$2,257 "
682,0.7,Ideal,F,VS1,61.9,56,AGS,ID,ID,N,Y,"$3,966 "
683,0.5,Premium,D,VS2,61.8,57,GIA,X,X,N,N,"$2,067 "
684,0.72,Premium,F,VVS2,62.3,56,GIA,X,X,N,N,"$4,746 "
685,1.02,Premium,D,VS1,61.7,55,GIA,X,X,N,N,"$10,890 "
686,0.51,Premium,F,VS2,61.7,57,GIA,X,X,N,N,"$2,074 "
687,0.56,Ideal,G,SI1,61.8,56,AGS,ID,ID,N,Y,"$1,964 "
688,0.31,Premium,G,VVS1,62,55,GIA,X,X,N,N,$823 
689,0.24,Premium,H,VVS2,61.4,56,GIA,X,X,N,N,$596 
690,0.7,Premium,H,VVS2,61.5,58,GIA,X,X,N,N,"$3,393 "
691,0.7,Ideal,E,SI1,61.4,56.8,AGS,ID,ID,N,N,"$3,476 "
692,0.91,Premium,H,VVS1,61.8,57,GIA,X,X,N,N,"$7,140 "
693,0.41,Ideal,D,SI1,61.6,55.8,AGS,ID,ID,N,Y,"$1,393 "
694,0.33,Premium,H,VVS1,62,55,GIA,X,X,N,N,$828 
695,0.34,Premium,D,VS1,62,55,GIA,X,X,N,N,"$1,023 "
696,0.3,Premium,D,VS2,60.9,57,GIA,X,X,N,N,$878 
697,0.53,Premium,G,VVS1,61.8,56,GIA,X,X,N,N,"$2,343 "
698,0.4,Ideal,F,VVS1,61.1,57.1,AGS,ID,ID,N,Y,"$1,621 "
699,0.25,Premium,F,IF,61.2,56,GIA,X,X,N,N,$842 
700,0.7,Premium,F,VS2,61.9,55,GIA,X,X,N,N,"$3,804 "
701,0.54,Premium,F,SI1,61.3,56,GIA,X,X,N,N,"$1,793 "
702,0.57,Premium,H,VS1,61.2,57,GIA,X,X,N,N,"$2,025 "
703,0.32,Ideal,F,VS2,61.7,57,AGS,ID,ID,N,Y,$947 
704,1.03,Ideal,D,VS1,61.4,55,AGS,ID,ID,N,Y,"$10,971 "
705,0.3,Premium,F,VS2,60.8,57,GIA,X,X,N,N,$706 
706,0.52,Ideal,D,IF,61.9,56,AGS,ID,ID,N,Y,"$3,492 "
707,0.42,Ideal,F,VS1,61,57,AGS,ID,ID,N,Y,"$1,346 "
708,1.04,Ideal,E,VS2,61.6,55.6,AGS,ID,ID,N,Y,"$9,993 "
709,1.04,Ideal,H,VS2,61,57,AGS,ID,ID,N,Y,"$6,912 "
710,0.52,Ideal,H,SI1,62.1,55,AGS,ID,ID,N,Y,"$1,753 "
711,0.51,Premium,G,VS1,61.5,56,GIA,X,X,N,N,"$1,940 "
712,0.54,Ideal,D,VS1,61.3,57.5,AGS,ID,ID,N,Y,"$3,073 "
713,0.6,Premium,F,VVS2,61.4,57,GIA,X,X,N,N,"$3,137 "
714,0.32,Premium,G,SI1,61.5,56,GIA,X,X,N,N,$657 
715,0.3,Premium,H,VVS1,61.8,56,GIA,X,X,N,N,$793 
716,0.42,Premium,G,VS1,62,55,GIA,X,X,N,N,"$1,250 "
717,0.4,Ideal,F,VS1,61.3,57.2,AGS,ID,ID,N,Y,"$1,464 "
718,0.26,Premium,H,VVS1,61.5,55,GIA,X,X,N,N,$663 
719,0.3,Premium,F,VS2,61.8,55,GIA,X,X,N,N,$780 
720,0.81,Premium,D,IF,61.8,56,GIA,X,X,N,N,"$9,512 "
721,0.57,Premium,H,SI1,61.3,56,GIA,X,X,N,N,"$1,803 "
722,0.57,Premium,D,IF,62.1,57,GIA,X,X,N,N,"$3,025 "
723,0.7,Premium,G,VVS2,62.2,55,GIA,X,X,N,N,"$3,853 "
724,0.43,Premium,F,VVS1,62,56,GIA,X,X,N,N,"$1,837 "
725,0.32,Premium,D,VS2,60.9,57,GIA,X,X,N,N,$821 
726,0.72,Premium,I,VS2,61.8,57,GIA,X,X,N,N,"$2,957 "
727,0.51,Premium,G,VS1,62,56,GIA,X,X,N,N,"$1,940 "
728,0.23,Premium,F,VVS2,61.5,56,GIA,X,X,N,N,$654 
729,0.81,Ideal,F,VS1,61.7,57,AGS,ID,ID,N,Y,"$4,244 "
730,0.37,Premium,F,VS2,61.5,56,GIA,X,X,N,N,$949 
731,0.42,Ideal,D,SI1,61.4,56.5,AGS,ID,ID,N,Y,"$1,427 "
732,0.6,Premium,E,SI1,61.4,56,GIA,X,VG,N,N,"$2,571 "
733,0.81,Premium,H,VS2,61.8,57,GIA,X,X,N,N,"$4,268 "
734,0.5,Ideal,I,VS1,61.5,57,AGS,ID,ID,N,Y,"$1,654 "
735,0.71,Premium,G,VVS2,61.7,58,GIA,X,X,N,N,"$3,908 "
736,0.23,Premium,F,VVS2,61.7,55,GIA,X,X,N,N,$703 
737,0.52,Ideal,H,SI1,61.9,54.9,AGS,ID,ID,N,N,"$1,479 "
738,0.33,Premium,E,VS2,61,56,GIA,X,X,N,N,$777 
739,1.04,Premium,G,SI1,61,55,GIA,X,X,N,N,"$7,097 "
740,0.42,Ideal,G,VS2,61.9,56,AGS,ID,ID,N,Y,"$1,272 "
741,0.42,Premium,G,VVS2,61.8,55,GIA,X,X,N,N,"$1,334 "
742,0.7,Premium,G,VS2,61.6,56,GIA,X,X,N,N,"$3,552 "
743,0.53,Ideal,H,VS1,61.7,57,AGS,ID,ID,N,Y,"$1,936 "
744,0.32,Premium,F,SI1,61.5,55,GIA,X,X,N,N,$795 
745,0.25,Premium,G,VVS1,61.7,55,GIA,X,X,N,N,$672 
746,0.31,Ideal,I,SI1,61.8,56,AGS,ID,ID,N,Y,$624 
747,0.24,Premium,F,VVS2,61.2,56,GIA,X,X,N,N,$733 
748,0.31,Ideal,H,SI1,61.8,57,AGS,ID,ID,N,Y,$679 
749,0.54,Ideal,D,VS2,61.2,56.4,AGS,ID,ID,N,Y,"$2,868 "
750,0.55,Ideal,G,SI1,61.7,56,AGS,ID,ID,N,Y,"$1,926 "
751,0.23,Premium,F,VS1,61.7,55,GIA,X,X,N,N,$587 
752,0.56,Premium,D,VS2,61.9,55,GIA,X,X,N,N,"$2,315 "
753,1.03,Ideal,F,VVS1,62.4,55.2,AGS,ID,ID,N,Y,"$10,574 "
754,1.05,Premium,G,VS2,61.6,56,GIA,X,X,N,N,"$8,794 "
755,1,Premium,F,VVS1,61.7,55,GIA,X,X,N,N,"$11,794 "
756,0.52,Ideal,G,SI1,61.8,56,AGS,ID,ID,N,Y,"$1,824 "
757,0.51,Premium,D,VS1,62.2,56,GIA,X,X,N,N,"$2,377 "
758,0.24,Premium,F,VVS2,61.5,57,GIA,X,X,N,N,$733 
759,1.04,Ideal,I,SI1,61.5,56,AGS,ID,ID,N,Y,"$7,544 "
760,0.4,Premium,G,VVS1,62,57,GIA,X,X,N,N,"$1,361 "
761,0.3,Premium,G,VVS2,61.9,56,GIA,X,X,N,N,$801 
762,0.41,Premium,F,VS1,62.1,56,GIA,X,X,N,N,"$1,328 "
763,0.6,Premium,H,VVS1,61.2,55,GIA,X,X,N,N,"$2,377 "
764,1.02,Ideal,D,IF,60.6,57,AGS,ID,ID,N,Y,"$15,983 "
765,0.51,Ideal,H,SI1,61.8,55,AGS,ID,ID,N,Y,"$1,719 "
766,0.26,Premium,I,VVS2,61.7,55,GIA,X,X,N,N,$562 
767,0.71,Ideal,I,SI1,61.4,57,AGS,ID,ID,N,Y,"$2,639 "
768,0.4,Premium,F,VVS2,61.6,55,GIA,X,X,N,N,"$1,480 "
769,1.03,Premium,I,VS1,61,56,GIA,X,X,N,N,"$6,880 "
770,0.6,Ideal,G,VS1,61.3,56.6,AGS,ID,ID,N,Y,"$2,883 "
771,0.72,Premium,G,VS2,62.3,56,GIA,X,X,N,N,"$3,654 "
772,0.41,Premium,G,SI1,60.2,58,GIA,X,X,N,N,"$1,115 "
773,0.8,Ideal,G,VS2,61.3,59,AGS,ID,ID,N,Y,"$3,832 "
774,0.9,Premium,E,VVS1,60.8,58,GIA,X,X,N,N,"$9,845 "
775,1.01,Premium,I,VVS1,61.8,56,GIA,X,X,N,N,"$7,007 "
776,0.41,Premium,D,VS2,61.6,56,GIA,X,X,N,N,"$1,315 "
777,0.71,Premium,G,VVS2,62.1,57,GIA,X,X,N,N,"$3,731 "
778,0.31,Premium,F,VS2,61.3,57,GIA,X,X,N,N,$730 
779,1.02,Premium,E,VS1,61.6,56,GIA,X,X,N,N,"$9,812 "
780,0.25,Premium,F,VS2,61.7,56,GIA,X,X,N,N,$576 
781,0.83,Premium,G,VVS1,61.9,57,GIA,X,X,N,N,"$5,614 "
782,0.42,Ideal,F,VS2,61.5,57,AGS,ID,ID,N,Y,"$1,268 "
783,0.25,Premium,D,VS2,61.8,55,GIA,X,X,N,N,$647 
784,0.4,Premium,F,VVS2,61.5,56,GIA,X,X,N,N,"$1,480 "
785,0.23,Premium,G,VVS2,61.6,56,GIA,X,X,N,N,$592 
786,0.25,Premium,H,VVS1,61.7,55,GIA,X,X,N,N,$638 
787,0.32,Ideal,D,VS1,61,57,AGS,ID,ID,N,Y,$996 
788,0.84,Ideal,G,SI1,61.7,56,AGS,ID,ID,N,Y,"$3,951 "
789,0.54,Premium,F,VVS2,62.1,56,GIA,X,X,N,N,"$2,548 "
790,0.61,Premium,G,VS1,61,57,GIA,X,X,N,N,"$2,601 "
791,0.72,Premium,H,VVS1,61.6,56,GIA,X,X,N,N,"$3,489 "
792,0.32,Premium,H,SI1,61.2,57,GIA,X,X,N,N,$626 
793,0.41,Ideal,G,SI1,61.5,57,AGS,ID,ID,N,Y,"$1,012 "
794,0.36,Premium,I,VVS1,61.3,56,GIA,X,X,N,N,$801 
795,0.52,Ideal,F,SI1,62,56,AGS,ID,ID,N,Y,"$1,831 "
796,0.7,Premium,F,VVS2,61.7,55,GIA,X,X,N,N,"$4,614 "
797,0.58,Ideal,I,SI1,61.9,56,AGS,ID,ID,N,Y,"$1,704 "
798,0.62,Premium,F,VS2,60.5,59,GIA,VG,X,N,N,"$1,900 "
799,0.7,Ideal,F,VS1,61.9,55,AGS,ID,ID,N,Y,"$3,971 "
800,0.6,Premium,F,VVS2,62.3,56,GIA,X,X,N,N,"$3,137 "
801,0.43,Ideal,E,VS2,61.6,56.7,AGS,ID,ID,N,Y,"$1,574 "
802,0.61,Premium,F,VS2,61.4,55,GIA,X,X,N,N,"$2,575 "
803,0.43,Ideal,F,VS2,61.7,56,AGS,ID,ID,N,Y,"$1,315 "
804,0.31,Premium,E,VS1,61.8,56,GIA,X,X,N,N,$838 
805,0.35,Premium,I,IF,60.9,57,GIA,X,X,N,N,$808 
806,1.01,Premium,I,VVS1,61.6,56,GIA,X,X,N,N,"$7,007 "
807,1,Premium,F,VVS1,61.3,57,GIA,X,X,N,N,"$10,990 "
808,0.4,Premium,G,VS1,62,57,GIA,X,X,N,N,"$1,206 "
809,0.42,Ideal,F,VS1,61.4,57,AGS,ID,ID,N,Y,"$1,324 "
810,0.71,Premium,I,VS2,60.9,58,GIA,X,X,N,N,"$2,767 "
811,0.54,Premium,H,SI1,61.5,57,GIA,X,X,N,N,"$1,749 "
812,0.91,Ideal,G,SI1,61.7,56,AGS,ID,ID,N,Y,"$5,020 "
813,0.34,Premium,D,SI1,62.1,56,GIA,X,X,N,N,$916 
814,0.7,Ideal,D,VS2,61,57.3,AGS,ID,ID,N,Y,"$4,583 "
815,1.01,Premium,I,SI1,62,57,GIA,X,X,N,N,"$6,343 "
816,0.56,Premium,H,VS2,61.4,57,GIA,X,X,N,N,"$1,935 "
817,0.56,Ideal,I,SI1,61.8,57,AGS,ID,ID,N,Y,"$1,645 "
818,0.31,Premium,G,VS2,60.7,58,GIA,X,X,N,N,$766 
819,0.55,Premium,F,VVS2,62.3,56,GIA,X,X,N,N,"$2,595 "
820,1.05,Premium,I,VVS2,61.7,55,GIA,X,X,N,N,"$7,124 "
821,0.62,Premium,H,VVS1,61.8,57,GIA,X,X,N,N,"$2,531 "
822,0.61,Ideal,F,VS1,61,57,AGS,ID,ID,N,Y,"$2,793 "
823,0.7,Ideal,H,SI1,60.8,57,AGS,ID,ID,N,Y,"$2,886 "
824,0.42,Premium,F,VVS2,61.1,57,GIA,X,X,N,N,"$1,554 "
825,0.61,Ideal,I,VS2,61.5,57,AGS,ID,ID,N,Y,"$2,234 "
826,0.31,Ideal,D,VVS1,61.7,56,AGS,ID,ID,N,Y,$967 
827,0.36,Premium,I,VS1,61.4,56,GIA,X,X,N,N,$745 
828,0.61,Ideal,G,VS1,61.1,55.9,AGS,ID,ID,N,Y,"$3,030 "
829,0.4,Premium,F,VVS2,61.6,57,GIA,X,X,N,N,"$1,480 "
830,0.42,Ideal,E,VS2,61.3,56.9,AGS,ID,ID,N,Y,"$1,537 "
831,0.32,Premium,E,VS2,61.9,56,GIA,X,X,N,N,$754 
832,0.41,Premium,G,VS1,61.2,56,GIA,X,X,N,N,"$1,229 "
833,0.83,Ideal,G,SI1,61.4,56,AGS,ID,ID,N,Y,"$4,014 "
834,0.61,Premium,E,VVS1,61.9,57,GIA,X,X,N,N,"$4,217 "
835,0.34,Premium,F,VS1,61.4,56,GIA,X,X,N,N,$908 
836,0.61,Premium,E,SI1,61.8,57,GIA,X,X,N,N,"$2,193 "
837,0.41,Ideal,G,SI1,61.8,56,AGS,ID,ID,N,Y,"$1,012 "
838,0.62,Premium,G,VS1,62,55,GIA,X,X,N,N,"$2,644 "
839,0.51,Premium,F,VS2,62.1,55,GIA,X,X,N,N,"$1,939 "
840,1.03,Ideal,F,VS1,61.5,57,AGS,ID,ID,N,Y,"$10,129 "
841,0.54,Premium,I,VS2,60.5,56,GIA,X,X,N,N,"$1,618 "
842,0.5,Ideal,E,VS1,61.5,56.2,AGS,ID,ID,N,Y,"$2,655 "
843,0.44,Ideal,G,SI1,61.8,57,AGS,ID,ID,N,Y,"$1,076 "
844,0.52,Ideal,H,VS2,61.8,56,AGS,ID,ID,N,Y,"$1,913 "
845,0.54,Premium,E,VS2,61.1,56,GIA,X,X,N,N,"$2,124 "
846,1.02,Premium,H,VVS1,61.7,57,GIA,X,X,N,N,"$8,803 "
847,0.33,Ideal,E,VS1,61.8,56,AGS,ID,ID,N,Y,$989 
848,0.61,Premium,H,VS1,62.3,56,GIA,X,X,N,N,"$2,406 "
849,0.57,Ideal,G,VS2,61.2,56.9,AGS,ID,ID,N,Y,"$2,595 "
850,0.5,Premium,F,IF,61.3,57,GIA,X,X,N,N,"$2,643 "
851,0.7,Premium,F,VS1,61.8,56,GIA,X,X,N,N,"$4,055 "
852,0.41,Premium,G,VS1,61.7,56,GIA,X,X,N,N,"$1,194 "
853,0.3,Premium,E,VVS2,61.4,55,GIA,X,X,N,N,$956 
854,1.01,Premium,I,VVS2,61.2,55,GIA,X,X,N,N,"$6,903 "
855,0.82,Ideal,I,SI1,62,56,AGS,ID,ID,N,Y,"$3,056 "
856,0.62,Ideal,D,VVS1,60.8,57,AGS,ID,ID,N,Y,"$3,589 "
857,0.82,Premium,F,VVS1,61.9,56,GIA,X,X,N,N,"$7,065 "
858,0.7,Premium,G,VVS1,61.1,57,GIA,X,X,N,N,"$4,006 "
859,0.8,Premium,H,VS2,61.7,57,GIA,X,X,N,N,"$4,247 "
860,0.3,Ideal,E,VS1,61.6,57,AGS,ID,ID,N,Y,$795 
861,0.58,Ideal,G,VS2,61.2,56,AGS,ID,ID,N,Y,"$2,013 "
862,0.84,Premium,H,VVS2,61.4,55,GIA,X,X,N,N,"$4,751 "
863,0.31,Premium,H,VVS1,61.7,55,GIA,X,X,N,N,$796 
864,0.6,Ideal,D,VS2,61.3,55.7,AGS,ID,ID,N,Y,"$3,294 "
865,0.4,Premium,G,VVS1,61.6,56,GIA,X,X,N,N,"$1,347 "
866,0.7,Premium,H,VVS2,62.2,56,GIA,X,X,N,N,"$3,393 "
867,0.72,Premium,H,VVS1,62.4,56,GIA,X,X,N,N,"$3,516 "
868,0.76,Premium,D,VVS1,61.3,57,GIA,X,X,N,N,"$6,119 "
869,0.82,Ideal,I,VS2,61.9,57,AGS,ID,ID,N,Y,"$3,646 "
870,0.53,Ideal,F,VVS2,62,56,AGS,ID,ID,N,Y,"$2,262 "
871,0.54,Premium,H,VS2,60.5,56,GIA,X,X,N,N,"$1,865 "
872,0.55,Premium,H,VS1,61.5,57,GIA,X,X,N,N,"$1,954 "
873,0.7,Premium,H,VVS1,61.2,57,GIA,X,X,N,N,"$3,401 "
874,0.74,Premium,F,VVS2,61.5,56,GIA,X,X,N,N,"$4,878 "
875,0.5,Ideal,E,VS2,61.1,57,AGS,ID,ID,N,Y,"$2,082 "
876,0.32,Premium,F,VVS2,61.6,55,GIA,X,X,N,N,$958 
877,1.03,Premium,E,VS1,61.1,57,GIA,X,X,N,N,"$9,909 "
878,0.53,Premium,H,VS1,61.8,56,GIA,X,X,N,N,"$1,849 "
879,0.82,Premium,G,VVS2,62.2,57,GIA,X,X,N,N,"$5,180 "
880,0.41,Premium,G,VS2,61.1,57,GIA,X,X,N,N,"$1,209 "
881,0.53,Premium,E,VS1,61.6,56,GIA,X,X,N,N,"$2,192 "
882,1.05,Ideal,F,VVS2,61.6,56.4,AGS,ID,ID,N,Y,"$11,100 "
883,0.55,Premium,F,VVS1,62.3,56,GIA,X,X,N,N,"$2,840 "
884,0.31,Ideal,I,VS2,61.7,55,AGS,ID,ID,N,Y,$635 
885,0.7,Ideal,H,VS2,60.5,58,AGS,ID,ID,N,Y,"$3,194 "
886,0.33,Ideal,D,VVS1,61.8,56,AGS,ID,ID,N,Y,"$1,092 "
887,0.52,Premium,F,VVS2,61.6,56,GIA,X,X,N,N,"$2,454 "
888,0.72,Premium,D,VVS1,61.8,56,GIA,X,X,N,N,"$5,797 "
889,0.51,Ideal,E,VS1,61.4,55.2,AGS,ID,ID,N,Y,"$2,709 "
890,0.59,Premium,E,VVS1,61.8,56,GIA,X,X,N,N,"$3,100 "
891,1.02,Premium,I,VS1,61.9,55,GIA,X,X,N,N,"$6,709 "
892,0.83,Premium,F,VS2,61.9,56,GIA,X,X,N,N,"$6,283 "
893,0.33,Premium,F,VS1,61.4,56,GIA,X,X,N,N,$881 
894,0.9,Ideal,D,VVS1,61.2,55.8,AGS,ID,ID,N,Y,"$12,270 "
895,0.32,Ideal,F,VS2,61.4,56,AGS,ID,ID,N,Y,$927 
896,0.3,Premium,F,VVS1,61.3,57,GIA,X,X,N,N,$909 
897,0.51,Premium,G,VVS2,61.4,56,GIA,X,X,N,N,"$1,980 "
898,0.56,Premium,E,VVS2,61.1,57,GIA,X,X,N,N,"$2,882 "
899,0.32,Premium,E,VS1,62.1,57,GIA,X,X,N,N,$865 
900,0.6,Ideal,E,VS2,61,56.8,AGS,ID,ID,N,Y,"$3,137 "
901,0.62,Ideal,G,SI1,61.8,56,AGS,ID,ID,N,Y,"$2,239 "
902,0.62,Premium,E,SI1,62.3,57,GIA,X,X,N,N,"$2,246 "
903,0.53,Premium,H,VVS2,61.7,57,GIA,X,X,N,N,"$1,876 "
904,0.5,Ideal,E,VS1,61.6,55.7,AGS,ID,ID,N,Y,"$2,655 "
905,0.7,Premium,F,VS2,61.8,58,GIA,X,X,N,N,"$3,832 "
906,0.35,Premium,G,VVS2,62,55,GIA,X,X,N,N,$914 
907,0.54,Premium,H,VVS2,61.5,55,GIA,X,X,N,N,"$1,961 "
908,1.01,Premium,I,VVS1,61.5,57,GIA,X,X,N,N,"$7,007 "
909,0.6,Premium,H,VVS1,61.2,58,GIA,X,X,N,N,"$2,449 "
910,0.4,Premium,G,VVS2,61.5,56,GIA,X,X,N,N,"$1,270 "
911,0.32,Premium,F,IF,62,57,GIA,X,X,N,N,"$1,142 "
912,0.24,Premium,F,VS2,60.9,57,GIA,X,X,N,N,$577 
913,0.71,Ideal,F,VS2,61.9,57,AGS,ID,ID,N,Y,"$3,829 "
914,0.41,Premium,H,VS2,62,55,GIA,X,X,N,N,"$1,093 "
915,0.51,Premium,H,VVS2,61.1,57,GIA,X,X,N,N,"$1,852 "
916,0.5,Ideal,H,VS2,61.5,57,AGS,ID,ID,N,Y,"$1,834 "
917,0.76,Premium,I,VS2,61.5,57,GIA,X,X,N,N,"$3,121 "
918,0.55,Ideal,I,SI1,61.7,56,AGS,ID,ID,N,Y,"$1,610 "
919,0.3,Premium,F,VS2,61.3,56,GIA,X,X,N,N,$780 
920,0.3,Premium,E,VS1,62,56,GIA,X,X,N,N,$819 
921,0.71,Premium,F,VS1,61.3,58,GIA,X,X,N,N,"$4,113 "
922,0.51,Premium,E,VS1,62,57,GIA,X,X,N,N,"$2,109 "
923,0.58,Premium,G,SI1,61.9,57,GIA,X,X,N,N,"$1,902 "
924,0.71,Premium,G,VS2,62.2,56,GIA,X,X,N,N,"$3,534 "
925,0.71,Premium,H,VVS1,62.1,56,GIA,X,X,N,N,"$3,493 "
926,0.32,Premium,G,VVS2,61.2,55,GIA,X,X,N,N,$792 
927,0.7,Ideal,G,SI1,61.7,57,AGS,ID,ID,N,Y,"$2,908 "
928,0.51,Premium,G,VVS1,60,58,GIA,X,X,N,N,"$2,062 "
929,1.03,Ideal,E,SI1,61.6,56.1,AGS,ID,ID,N,Y,"$9,223 "
930,0.6,Premium,F,VVS1,61.3,55,GIA,X,X,N,N,"$3,882 "
931,0.82,Ideal,D,IF,61.4,56,AGS,ID,ID,N,Y,"$7,897 "
932,0.71,Ideal,I,VS1,61.9,56,AGS,ID,ID,N,Y,"$2,903 "
933,1.01,Ideal,G,VVS1,61.6,55,AGS,ID,ID,N,Y,"$8,137 "
934,0.4,Premium,G,VVS1,61.7,56,GIA,X,X,N,N,"$1,361 "
935,1.01,Ideal,I,VS1,60.6,57,AGS,ID,ID,N,Y,"$6,386 "
936,1.03,Ideal,G,VS1,61.7,57,AGS,ID,ID,N,Y,"$9,070 "
937,0.56,Premium,F,VVS2,62.3,56,GIA,X,X,N,N,"$2,642 "
938,0.32,Premium,D,VVS2,61.4,57,GIA,X,X,N,N,"$1,144 "
939,0.4,Ideal,E,VVS1,61,57.2,AGS,ID,ID,N,Y,"$1,530 "
940,0.3,Premium,H,VS2,61.5,56,GIA,X,X,N,N,$722 
941,0.73,Premium,H,VS2,62,57,GIA,X,X,N,N,"$3,419 "
942,0.51,Premium,F,VS1,61.5,55,GIA,X,X,N,N,"$2,078 "
943,0.7,Premium,F,VS2,61.7,55,GIA,X,X,N,N,"$3,832 "
944,0.61,Ideal,F,VS1,61.7,56,AGS,ID,ID,N,Y,"$2,754 "
945,0.7,Premium,G,VS2,62,56,GIA,X,X,N,N,"$3,552 "
946,0.56,Ideal,D,IF,61.9,56,AGS,ID,ID,N,Y,"$3,776 "
947,0.75,Ideal,E,VS1,61.7,57,AGS,ID,ID,N,Y,"$4,337 "
948,0.54,Premium,F,VVS1,61.4,56,GIA,X,X,N,N,"$3,264 "
949,0.82,Premium,F,VVS1,61.8,56,GIA,X,X,N,N,"$7,065 "
